0005-00015333;20200203;112;222;EMP00;CO|OCP;1915;P000187;LONA ROTA;1;ING;P1371;50;OK
0005-00015333;20200203;112;222;EMP00;CO|OCP;1915;P000187;LONA ROTA;2;ING;P136;120;OK
