P1009;1;0;OK
P1010;1;13;OK
P1011;1;102;OK
P1013;1;8;OK
P1014;1;42;OK
P1015;1;5;OK
P1020;1;129;OK
P1020;1;53;OK
P1021;1;184;OK
P1021;1;116;OK
P1021;1;59;OK
P1021;1;26;OK
P1021;1;42;OK
P1022;1;108;OK
P1035;1;18;OK
P1036;1;12;OK
P1037;1;21;OK
P1038;1;38;OK
P1039;1;12;OK
P1043;1;11;OK
P1046;1;15;OK
P1047;1;12;OK
P1073;1;12;OK
P1073;1;299;OK
P1088;1;0;OK
P1091;1;1;OK
P1093;1;0;OK
P1097;1;0;OK
P1130;1;32;OK
P1131;1;235;OK
P1136;1;61;OK
P1136;1;230;OK
P1136;1;83;OK
P1136;1;135;OK
P1142;1;0;OK
P1143;1;0;OK
P1152;1;17;OK
P1152;1;0;OK
P1153;1;2;OK
P1153;1;4;OK
P1153;1;0;OK
P1153;1;0;OK
P1153;1;48;OK
P1153;1;4;OK
P1153;1;0;OK
P1153;1;1;OK
P1153;1;1;OK
P1154;1;6;OK
P1159;1;14;OK
P116 ;1;10;OK
P1168;1;12;OK
P1168;1;32;OK
P1168;1;49;OK
P1168;1;65;OK
P1168;1;14;OK
P1168;1;14;OK
P1168;1;14;OK
P1168;1;14;OK
P1169;1;14;OK
P1169;1;16;OK
P1169;1;6;OK
P1169;1;0;OK
P1169;1;6;OK
P1171;1;8;OK
P1171;1;12;OK
P1171;1;12;OK
P1171;1;11;OK
P1171;1;110;OK
P1172;1;159;OK
P1172;1;2;OK
P1172;1;0;OK
P1172;1;0;OK
P1172;1;3;OK
P1175;1;12;OK
P1175;1;140;OK
P1188;1;27;OK
P1189;1;170;OK
P1189;1;6;OK
P1189;1;16;OK
P1202;1;47;OK
P1202;1;55;OK
P1202;1;203;OK
P1203;1;549;OK
P1203;1;556;OK
P1203;1;551;OK
P1203;1;40;OK
P1203;1;408;OK
P1203;1;0;OK
P1204;1;149;OK
P1212;1;8;OK
P1212;1;32;OK
P1212;1;38;OK
P1213;1;6;OK
P1213;1;0;OK
P1213;1;24;OK
P1213;1;42;OK
P1213;1;4;OK
P1214;1;6;OK
P1214;1;41;OK
P1214;1;30;OK
P1214;1;0;OK
P1214;1;0;OK
P1214;1;0;OK
P1214;1;18;OK
P1214;1;30;OK
P1215;1;36;OK
P1215;1;12;OK
P1215;1;6;OK
P1215;1;247;OK
P1216;1;156;OK
P1217;1;4;OK
P1217;1;14;OK
P1217;1;10;OK
P1217;1;14;OK
P1217;1;0;OK
P1217;1;0;OK
P1217;1;9;OK
P1217;1;0;OK
P1218;1;105;OK
P1218;1;93;OK
P1218;1;406;OK
P1218;1;52;OK
P1219;1;6;OK
P1222;1;90;OK
P1222;1;30;OK
P1247;1;6;OK
P1247;1;12;OK
P1248;1;216;OK
P1248;1;0;OK
P1248;1;6;OK
P1248;1;6;OK
P1248;1;12;OK
P1248;1;6;OK
P1248;1;6;OK
P1248;1;12;OK
P1248;1;10;OK
P1249;1;72;OK
P1261;1;1;OK
P1263;1;271;OK
P1270;1;163;OK
P1271;1;86;OK
P1272;1;6;OK
P1278;1;4;OK
P1280;1;256;OK
P1280;1;234;OK
P1284;1;85;OK
P1285;1;1;OK
P1286;1;76;OK
P1290;1;46;OK
P1308;1;0;OK
P1308;1;111;OK
P1308;1;58;OK
P1308;1;64;OK
P1313;1;297;OK
P1313;1;293;OK
P1313;1;0;OK
P1313;1;0;OK
P1315;1;31;OK
P1315;1;0;OK
P1315;1;0;OK
P1315;1;12;OK
P1315;1;3;OK
P1315;1;4;OK
P1315;1;4;OK
P1315;1;0;OK
P1315;1;0;OK
P1318;1;0;OK
P1318;1;0;OK
P1320;1;35;OK
P1321;1;63;OK
P1322;1;21;OK
P1323;1;38;OK
P1324;1;0;OK
P1325;1;1;OK
P1326;1;20;OK
P1327;1;79;OK
P1328;1;48;OK
P1329;1;5;OK
P1330;1;2;OK
P1331;1;1;OK
P1332;1;1;OK
P1345;1;0;OK
P1346;1;0;OK
P1348;1;0;OK
P1351;1;19;OK
P1352;1;12;OK
P1353;1;31;OK
P1354;1;55;OK
P1363;1;9;OK
P1364;1;25;OK
P1365;1;33;OK
P1366;1;0;OK
P1368;1;25;OK
P1370;1;37;OK
P1379;1;83;OK
P1380;1;148;OK
P1390;1;0;OK
P145 ;1;0;OK
P147 ;1;0;OK
P148 ;1;25;OK
P149 ;1;612;OK
P150 ;1;391;OK
P1520;1;0;OK
P1521;1;0;OK
P1529;1;197;OK
P1530;1;9;OK
P1540;1;200;OK
P1546;1;0;OK
P1547;1;12;OK
P1554;1;8;OK
P1559;1;20;OK
P1564;1;5;OK
P1565;1;0;OK
P1568;1;78;OK
P1693;1;120;OK
P1694;1;2;OK
P1696;1;0;OK
P1697;1;0;OK
P1698;1;0;OK
P1710;1;0;OK
P1711;1;60;OK
P1712;1;0;OK
P1728;1;10;OK
P1744;1;96;OK
P1754;1;0;OK
P1833;1;0;OK
P1847;1;5976;OK
P1851;1;8;OK
P1853;1;24;OK
P1854;1;12;OK
P1858;1;7;OK
P1970;1;74;OK
P1981;1;41;OK
P2013;1;7;OK
P2014;1;8;OK
P2019;1;4;OK
P2022;1;12;OK
P211 ;1;0;OK
P212 ;1;0;OK
P2126;1;1;OK
P214 ;1;16;OK
P2161;1;8;OK
P217 ;1;10;OK
P2189;1;0;OK
P2197;1;5;OK
P2198;1;10;OK
P220 ;1;26;OK
P221 ;1;42;OK
P222 ;1;19;OK
P2228;1;23;OK
P2229;1;0;OK
P223 ;1;10;OK
P2230;1;182;OK
P2233;1;222;OK
P225 ;1;48;OK
P2251;1;38;OK
P226 ;1;15;OK
P2263;1;0;OK
P2267;1;80;OK
P227 ;1;7;OK
P230 ;1;0;OK
P234 ;1;41;OK
P236 ;1;30;OK
P237 ;1;33;OK
P239 ;1;12;OK
P2407;1;0;OK
P2462;1;14;OK
P2463;1;14;OK
P248 ;1;6;OK
P2572;1;0;OK
P260 ;1;0;OK
P261 ;1;0;OK
P262 ;1;0;OK
P263 ;1;0;OK
P264 ;1;0;OK
P265 ;1;0;OK
P266 ;1;18;OK
P2677;1;0;OK
P2702;1;34;OK
P2703;1;14;OK
P2704;1;249;OK
P2705;1;101;OK
P2710;1;14;OK
P2734;1;6;OK
P2738;1;4;OK
P2740;1;0;OK
P2758;1;24;OK
P2759;1;104;OK
P2778;1;0;OK
P2786;1;0;OK
P2787;1;13;OK
P279 ;1;0;OK
P2790;1;0;OK
P280 ;1;17;OK
P282 ;1;43;OK
P283 ;1;1;OK
P284 ;1;22;OK
P285 ;1;14;OK
P2851;1;9;OK
P2852;1;5;OK
P2855;1;12;OK
P2863;1;16;OK
P2868;1;0;OK
P2895;1;5;OK
P2898;1;0;OK
P2908;1;0;OK
P2909;1;15;OK
P2914;1;0;OK
P2921;1;5;OK
P2923;1;20;OK
P2928;1;0;OK
P2930;1;11;OK
P2931;1;0;OK
P2938;1;44;OK
P2939;1;11;OK
P2947;1;17;OK
P2960;1;235;OK
P2964;1;50;OK
P2970;1;10;OK
P2971;1;0;OK
P2972;1;0;OK
P2973;1;26;OK
P2976;1;21;OK
P2977;1;31;OK
P2978;1;68;OK
P2983;1;71;OK
P2984;1;97;OK
P2985;1;32;OK
P2986;1;12;OK
P2987;1;10;OK
P3012;1;2;OK
P3013;1;2;OK
P3042;1;27;OK
P3183;1;0;OK
P3185;1;0;OK
P3187;1;0;OK
P3188;1;0;OK
P3231;1;45;OK
P3232;1;0;OK
P3234;1;0;OK
P3240;1;0;OK
P3242;1;2;OK
P3243;1;1;OK
P3248;1;0;OK
P3258;1;0;OK
P3260;1;0;OK
P3277;1;8;OK
P329 ;1;0;OK
P330 ;1;8;OK
P332 ;1;114;OK
P333 ;1;0;OK
P334 ;1;3;OK
P3346;1;10;OK
P3347;1;6;OK
P3348;1;34;OK
P3349;1;149;OK
P335 ;1;158;OK
P3350;1;0;OK
P3351;1;0;OK
P3354;1;0;OK
P336 ;1;0;OK
P3364;1;0;OK
P337 ;1;0;OK
P338 ;1;0;OK
P339 ;1;0;OK
P340 ;1;31;OK
P341 ;1;94;OK
P342 ;1;234;OK
P3489;1;0;OK
P3493;1;20;OK
P3578;1;2;OK
P3579;1;0;OK
P3581;1;0;OK
P3582;1;0;OK
P3583;1;0;OK
P3587;1;24;OK
P3617;1;3;OK
P3619;1;66;OK
P3632;1;6;OK
P3653;1;16;OK
P3654;1;8;OK
P3663;1;0;OK
P3766;1;0;OK
P377 ;1;0;OK
P3772;1;36;OK
P3776;1;58;OK
P3777;1;45;OK
P3778;1;0;OK
P3780;1;12;OK
P3786;1;0;OK
P3787;1;38;OK
P3788;1;23;OK
