P3790;1;0;OK
P3803;1;369;OK
P3804;1;0;OK
P3808;1;83;OK
P3809;1;3;OK
P3810;1;0;OK
P3811;1;0;OK
P3812;1;9;OK
P3813;1;22;OK
P383 ;1;0;OK
P3853;1;104;OK
P3862;1;5;OK
P3863;1;34;OK
P3864;1;52;OK
P3865;1;3;OK
P3867;1;94;OK
P389 ;1;58;OK
P3896;1;44;OK
P3897;1;25;OK
P3906;1;94;OK
P3909;1;2;OK
P3910;1;6;OK
P3912;1;5;OK
P3913;1;3;OK
P3914;1;3;OK
P3916;1;24;OK
P3918;1;48;OK
P392 ;1;0;OK
P3929;1;0;OK
P3931;1;0;OK
P3932;1;39;OK
P3933;1;0;OK
P3934;1;0;OK
P3935;1;0;OK
P3936;1;0;OK
P396 ;1;0;OK
P398 ;1;0;OK
P399 ;1;0;OK
P3992;1;199;OK
P3997;1;155;OK
P3999;1;0;OK
P400 ;1;0;OK
P4000;1;3;OK
P4002;1;2;OK
P401 ;1;0;OK
P4014;1;52;OK
P402 ;1;110;OK
P403 ;1;8;OK
P407 ;1;361;OK
P4075;1;25;OK
P4077;1;29;OK
P4082;1;40;OK
P4087;1;81;OK
P4088;1;1;OK
P4089;1;13;OK
P4090;1;0;OK
P4093;1;4;OK
P4094;1;1;OK
P4096;1;32;OK
P41  ;1;0;OK
P4108;1;42;OK
P4118;1;8;OK
P4126;1;22;OK
P4128;1;0;OK
P4129;1;0;OK
P413 ;1;0;OK
P4130;1;30;OK
P4131;1;65;OK
P4132;1;0;OK
P4133;1;1;OK
P4134;1;1;OK
P4135;1;0;OK
P414 ;1;0;OK
P4152;1;0;OK
P4154;1;32;OK
P4158;1;145;OK
P4159;1;18;OK
P4163;1;0;OK
P4165;1;42;OK
P4166;1;8;OK
P417 ;1;6;OK
P4172;1;0;OK
P4175;1;0;OK
P4179;1;0;OK
P4180;1;4;OK
P4185;1;73;OK
P4186;1;266;OK
P4187;1;14;OK
P4194;1;37;OK
P4195;1;29;OK
P4196;1;67;OK
P4203;1;119;OK
P4205;1;0;OK
P421 ;1;12;OK
P4217;1;96;OK
P4218;1;65;OK
P4219;1;48;OK
P4220;1;17;OK
P4221;1;48;OK
P4223;1;32;OK
P4293;1;0;OK
P4294;1;8;OK
P4295;1;0;OK
P4299;1;0;OK
P43  ;1;0;OK
P4300;1;56;OK
P4310;1;129;OK
P434 ;1;18;OK
P436 ;1;4;OK
P438 ;1;12;OK
P439 ;1;6;OK
P440 ;1;4;OK
P442 ;1;12;OK
P447 ;1;0;OK
P449 ;1;0;OK
P451 ;1;0;OK
P452 ;1;0;OK
P455 ;1;0;OK
P459 ;1;444;OK
P460 ;1;0;OK
P461 ;1;17;OK
P466 ;1;12;OK
P467 ;1;1;OK
P468 ;1;2;OK
P470 ;1;6;OK
P471 ;1;16;OK
P472 ;1;12;OK
P473 ;1;16;OK
P475 ;1;0;OK
P480 ;1;50;OK
P481 ;1;0;OK
P482 ;1;16;OK
P484 ;1;48;OK
P485 ;1;26;OK
P486 ;1;35;OK
P488 ;1;50;OK
P489 ;1;69;OK
P49  ;1;76;OK
P490 ;1;23;OK
P493 ;1;58;OK
P495 ;1;36;OK
P497 ;1;59;OK
P498 ;1;4;OK
P500 ;1;97;OK
P506 ;1;2;OK
P507 ;1;20;OK
P51  ;1;48;OK
P511 ;1;23064;OK
P514 ;1;37;OK
P517 ;1;0;OK
P518 ;1;0;OK
P52  ;1;4;OK
P522 ;1;0;OK
P53  ;1;0;OK
P530 ;1;46;OK
P531 ;1;12;OK
P533 ;1;81;OK
P534 ;1;26;OK
P535 ;1;9;OK
P536 ;1;0;OK
P538 ;1;0;OK
P539 ;1;0;OK
P54  ;1;192;OK
P540 ;1;34;OK
P541 ;1;0;OK
P542 ;1;18;OK
P544 ;1;31;OK
P545 ;1;17;OK
P547 ;1;27;OK
P548 ;1;40;OK
P55  ;1;0;OK
P554 ;1;44;OK
P556 ;1;12;OK
P561 ;1;20;OK
P562 ;1;0;OK
P563 ;1;215;OK
P564 ;1;9;OK
P565 ;1;101;OK
P566 ;1;32;OK
P568 ;1;79;OK
P569 ;1;0;OK
P570 ;1;0;OK
P571 ;1;2;OK
P572 ;1;19;OK
P575 ;1;0;OK
P58  ;1;18;OK
P580 ;1;0;OK
P581 ;1;0;OK
P582 ;1;279;OK
P583 ;1;20;OK
P584 ;1;48;OK
P585 ;1;35;OK
P586 ;1;15;OK
P587 ;1;0;OK
P590 ;1;23;OK
P593 ;1;19;OK
P598 ;1;5;OK
P599 ;1;0;OK
P60  ;1;13;OK
P600 ;1;0;OK
P603 ;1;4;OK
P605 ;1;51;OK
P606 ;1;8;OK
P607 ;1;107;OK
P611 ;1;255;OK
P612 ;1;17;OK
P615 ;1;0;OK
P616 ;1;146;OK
P617 ;1;2;OK
P618 ;1;27;OK
P619 ;1;41;OK
P620 ;1;112;OK
P621 ;1;98;OK
P622 ;1;201;OK
P623 ;1;29;OK
P624 ;1;10;OK
P625 ;1;92;OK
P628 ;1;366;OK
P629 ;1;0;OK
P639 ;1;0;OK
P640 ;1;861;OK
P643 ;1;2;OK
P65  ;1;5;OK
P67  ;1;12;OK
P674 ;1;286;OK
P68  ;1;6;OK
P6805;1;0;OK
P6806;1;11;OK
P6937;1;6;OK
P6938;1;5;OK
P6939;1;2;OK
P6944;1;99;OK
P6945;1;50;OK
P6948;1;15;OK
P6949;1;50;OK
P6950;1;7;OK
P6951;1;20;OK
P6952;1;0;OK
P696 ;1;0;OK
P6967;1;5;OK
P6968;1;20;OK
P6969;1;8;OK
P697 ;1;99;OK
P6970;1;0;OK
P6971;1;0;OK
P6979;1;291;OK
P6994;1;161;OK
P70  ;1;29;OK
P7003;1;0;OK
P7062;1;54;OK
P7063;1;47;OK
P7064;1;158;OK
P7065;1;12;OK
P7066;1;28;OK
P7067;1;0;OK
P7069;1;23;OK
P7070;1;0;OK
P7071;1;4;OK
P7098;1;24;OK
P7099;1;20;OK
P71  ;1;22;OK
P7100;1;2;OK
P7128;1;17;OK
P7129;1;130;OK
P7139;1;0;OK
P7141;1;0;OK
P7186;1;89;OK
P7187;1;20;OK
P7191;1;0;OK
P7193;1;68;OK
P7194;1;1;OK
P7195;1;0;OK
P7196;1;1;OK
P7198;1;26;OK
P72  ;1;23;OK
P7206;1;16;OK
P7208;1;32;OK
P73  ;1;0;OK
P74  ;1;20;OK
P743 ;1;0;OK
P744 ;1;0;OK
P745 ;1;150;OK
P746 ;1;73;OK
P749 ;1;0;OK
P750 ;1;0;OK
P751 ;1;13;OK
P752 ;1;0;OK
P753 ;1;5;OK
P754 ;1;20;OK
P756 ;1;0;OK
P757 ;1;0;OK
P758 ;1;0;OK
P759 ;1;0;OK
P760 ;1;0;OK
P761 ;1;0;OK
P762 ;1;0;OK
P764 ;1;0;OK
P768 ;1;0;OK
P769 ;1;17;OK
P77  ;1;18;OK
P771 ;1;0;OK
P775 ;1;1;OK
P776 ;1;215;OK
P777 ;1;0;OK
P778 ;1;36;OK
P779 ;1;0;OK
P78  ;1;0;OK
P780 ;1;45;OK
P781 ;1;60;OK
P782 ;1;106;OK
P805 ;1;23;OK
P81  ;1;0;OK
P82  ;1;37;OK
P823 ;1;4;OK
P8230;1;0;OK
P8259;1;11;OK
P8260;1;18;OK
P8368;1;0;OK
P8369;1;87;OK
P8370;1;233;OK
P8371;1;4;OK
P8373;1;107;OK
P8374;1;0;OK
P8375;1;44;OK
P841 ;1;0;OK
P848 ;1;3;OK
P8519;1;5;OK
P8521;1;0;OK
P8523;1;52;OK
P8524;1;105;OK
P8525;1;48;OK
P8526;1;17;OK
P8528;1;0;OK
P8529;1;4;OK
P8530;1;9;OK
P8532;1;209;OK
P8533;1;40;OK
P8534;1;0;OK
P8536;1;83;OK
P8537;1;152;OK
P8538;1;23;OK
P8539;1;6;OK
P854 ;1;111;OK
P8540;1;62;OK
P8541;1;60;OK
P8542;1;129;OK
P8543;1;11;OK
P8544;1;114;OK
P8545;1;178;OK
P8546;1;216;OK
P855 ;1;11;OK
P856 ;1;163;OK
P857 ;1;0;OK
P8572;1;0;OK
P8573;1;0;OK
P8576;1;0;OK
P8577;1;0;OK
P8578;1;0;OK
P8579;1;121;OK
P858 ;1;30;OK
P8581;1;3;OK
P8582;1;5;OK
P859 ;1;18;OK
P860 ;1;0;OK
P8613;1;119;OK
P862 ;1;0;OK
P863 ;1;4;OK
P8630;1;0;OK
P8631;1;73;OK
P8632;1;86;OK
P8633;1;72;OK
P8634;1;20;OK
P8635;1;77;OK
P864 ;1;0;OK
P865 ;1;10;OK
P8654;1;1;OK
P8655;1;0;OK
P8656;1;6;OK
P8657;1;0;OK
P8658;1;0;OK
P8659;1;0;OK
P8660;1;0;OK
P8661;1;0;OK
P875 ;1;113;OK
P887 ;1;0;OK
P892 ;1;23;OK
P893 ;1;2;OK
P895 ;1;0;OK
P8953;1;136;OK
P8954;1;56;OK
P8955;1;7;OK
P8957;1;107;OK
P8968;1;4;OK
P8971;1;168;OK
P8972;1;20;OK
P8973;1;107;OK
P8975;1;6;OK
P8976;1;0;OK
P900 ;1;0;OK
P908 ;1;24;OK
P9096;1;15;OK
P9102;1;144;OK
P9103;1;96;OK
P9106;1;272;OK
P9361;1;24;OK
P9362;1;36;OK
P9363;1;28;OK
P9364;1;23;OK
P9365;1;11;OK
P9366;1;26;OK
P9367;1;5;OK
P9368;1;21;OK
P9369;1;36;OK
P9370;1;20;OK
P9371;1;17;OK
P9372;1;17;OK
P9373;1;17;OK
P9374;1;2;OK
P9375;1;33;OK
P9376;1;26;OK
P9378;1;56;OK
P9380;1;79;OK
P9381;1;5;OK
P9382;1;18;OK
P9383;1;14;OK
P9384;1;29;OK
P9388;1;19;OK
P970 ;1;0;OK
P971 ;1;58;OK
P978 ;1;0;OK
P979 ;1;47;OK
P980 ;1;22;OK
P981 ;1;0;OK
P987 ;1;20;OK
P992 ;1;64;OK
P995 ;1;32;OK
P996 ;1;96;OK
P2972;700004;1;NOOK
P7139;700004;1;NOOK
